id	start	stop	strand	length	term_type	gene_number	genes	pseudo	phantom
TU_Ju_31308523_LB.exponential_1839	2465272	2466310	+	1039	TTS	1	b2347	0	0
TU_Ju_31308523_LB.exponential_1840	2470466	2470666	-	201	TTS	2	b4780,ECK125229288	0	0
TU_Ju_31308523_LB.exponential_1841	2470466	2470691	-	226	TTS	2	b4780,ECK125229288	0	0
TU_Ju_31308523_LB.exponential_1842	2470710	2471163	+	454	TTS	1	b2353	1	0
TU_Ju_31308523_LB.exponential_1843	2470747	2471163	+	417	TTS	1	b2353	1	0
TU_Ju_31308523_LB.exponential_1844	2476184	2476597	+	414	TTS	1	b4501	0	0
TU_Ju_31308523_LB.exponential_1845	2476375	2476597	+	223	TTS	0		0	0
TU_Ju_31308523_LB.exponential_1846	2477820	2480583	+	2764	TTS	2	b2365,b2366	0	0
TU_Ju_31308523_LB.exponential_1847	2496773	2497038	+	266	TTS	1	b4680	0	0
TU_Ju_31308523_LB.exponential_1848	2497009	2498356	-	1348	TTS	1	b2379	0	0
TU_Ju_31308523_LB.exponential_1849	2508420	2509462	-	1043	TTS	1	b2388	0	0
TU_Ju_31308523_LB.exponential_1850	2508420	2509932	-	1513	TTS	1	b2388	0	0
TU_Ju_31308523_LB.exponential_1851	2508420	2510067	-	1648	TTS	1	b2388	0	0
TU_Ju_31308523_LB.exponential_1852	2510960	2511445	+	486	TTS	1	b2390	0	0
TU_Ju_31308523_LB.exponential_1853	2510971	2511445	+	475	TTS	1	b2390	0	0
TU_Ju_31308523_LB.exponential_1854	2511263	2512853	-	1591	TTS	1	b2392	0	0
TU_Ju_31308523_LB.exponential_1855	2511263	2512892	-	1630	TTS	1	b2392	0	0
TU_Ju_31308523_LB.exponential_1856	2515035	2515446	-	412	TTS	0		0	0
TU_Ju_31308523_LB.exponential_1857	2515035	2515496	-	462	TTS	0		0	0
TU_Ju_31308523_LB.exponential_1858	2515035	2515846	-	812	TTS	0		0	0
TU_Ju_31308523_LB.exponential_1859	2515035	2517867	-	2833	TTS	1	b2395	0	0
TU_Ju_31308523_LB.exponential_1860	2518395	2519242	+	848	TTS	2	b2398,b2399	0	0
TU_Ju_31308523_LB.exponential_1861	2518406	2519242	+	837	TTS	2	b2398,b2399	0	0
TU_Ju_31308523_LB.exponential_1862	2518421	2519242	+	822	TTS	2	b2398,b2399	0	0
TU_Ju_31308523_LB.exponential_1863	2519206	2520730	-	1525	TTS	1	b2400	0	0
TU_Ju_31308523_LB.exponential_1864	2519206	2520755	-	1550	TTS	1	b2400	0	0
TU_Ju_31308523_LB.exponential_1865	2519206	2520775	-	1570	TTS	1	b2400	0	0
TU_Ju_31308523_LB.exponential_1866	2519206	2520783	-	1578	TTS	1	b2400	0	0
TU_Ju_31308523_LB.exponential_1867	2520921	2521362	+	442	TTS	4	b2401,b2402,b2403,b2404	0	0
TU_Ju_31308523_LB.exponential_1868	2521485	2521868	-	384	TTS	0		0	0
TU_Ju_31308523_LB.exponential_1869	2521485	2522222	-	738	TTS	0		0	0
TU_Ju_31308523_LB.exponential_1870	2521485	2522505	-	1021	TTS	1	b2405	0	0
TU_Ju_31308523_LB.exponential_1871	2525548	2525923	+	376	TTS	0		0	0
TU_Ju_31308523_LB.exponential_1872	2525594	2525923	+	330	TTS	0		0	0
TU_Ju_31308523_LB.exponential_1873	2525893	2526882	-	990	TTS	1	b2409	0	0
TU_Ju_31308523_LB.exponential_1874	2526925	2527989	+	1065	TTS	1	b2410	0	0
TU_Ju_31308523_LB.exponential_1875	2530192	2531280	-	1089	TTS	1	b2412	0	0
TU_Ju_31308523_LB.exponential_1876	2530192	2531334	-	1143	TTS	1	b2412	0	0
TU_Ju_31308523_LB.exponential_1877	2530192	2531552	-	1361	TTS	1	b2412	0	0
TU_Ju_31308523_LB.exponential_1878	2531423	2532288	+	866	TTS	1	b2413	0	0
TU_Ju_31308523_LB.exponential_1879	2531423	2533430	+	2008	TTS	2	b2413,b2414	0	0
TU_Ju_31308523_LB.exponential_1880	2531423	2534344	+	2922	TTS	3	b2413,b2414,b2415	0	0
TU_Ju_31308523_LB.exponential_1881	2531423	2536388	+	4966	TTS	5	b2413,b2414,b2415,b2416,b2417	0	0
TU_Ju_31308523_LB.exponential_1882	2532342	2533430	+	1089	TTS	1	b2414	0	0
TU_Ju_31308523_LB.exponential_1883	2532342	2534344	+	2003	TTS	2	b2414,b2415	0	0
TU_Ju_31308523_LB.exponential_1884	2532342	2536388	+	4047	TTS	4	b2414,b2415,b2416,b2417	0	0
TU_Ju_31308523_LB.exponential_1885	2532376	2533430	+	1055	TTS	1	b2414	0	0
TU_Ju_31308523_LB.exponential_1886	2532376	2534344	+	1969	TTS	2	b2414,b2415	0	0
TU_Ju_31308523_LB.exponential_1887	2532376	2536388	+	4013	TTS	4	b2414,b2415,b2416,b2417	0	0
TU_Ju_31308523_LB.exponential_1888	2533499	2534344	+	846	TTS	1	b2415	0	0
TU_Ju_31308523_LB.exponential_1889	2533499	2536388	+	2890	TTS	3	b2415,b2416,b2417	0	0
TU_Ju_31308523_LB.exponential_1890	2533600	2534344	+	745	TTS	1	b2415	0	0
TU_Ju_31308523_LB.exponential_1891	2533600	2536388	+	2789	TTS	3	b2415,b2416,b2417	0	0
TU_Ju_31308523_LB.exponential_1892	2533732	2534344	+	613	TTS	1	b2415	0	0
TU_Ju_31308523_LB.exponential_1893	2533732	2536388	+	2657	TTS	3	b2415,b2416,b2417	0	0
TU_Ju_31308523_LB.exponential_1894	2535437	2536388	+	952	TTS	1	b2417	0	0
TU_Ju_31308523_LB.exponential_1895	2535482	2536388	+	907	TTS	1	b2417	0	0
TU_Ju_31308523_LB.exponential_1896	2535609	2536388	+	780	TTS	1	b2417	0	0
TU_Ju_31308523_LB.exponential_1897	2536355	2537288	-	934	TTS	1	b2418	0	0
TU_Ju_31308523_LB.exponential_1898	2536355	2537319	-	965	TTS	1	b2418	0	0
TU_Ju_31308523_LB.exponential_1899	2538529	2539704	-	1176	TTS	1	b2421	0	0
TU_Ju_31308523_LB.exponential_1900	2539662	2543558	-	3897	TTS	4	b2425,b2424,b2423,b2422	0	0
TU_Ju_31308523_LB.exponential_1901	2543679	2544664	-	986	TTS	1	b2426	0	0
TU_Ju_31308523_LB.exponential_1902	2543679	2545601	-	1923	TTS	1	b2426	0	0
TU_Ju_31308523_LB.exponential_1903	2543679	2545675	-	1997	TTS	2	b2427,b2426	0	0
TU_Ju_31308523_LB.exponential_1904	2545732	2549628	+	3897	TTS	3	b2428,b2429,b2430	0	0
TU_Ju_31308523_LB.exponential_1905	2549334	2549628	+	295	TTS	0		0	0
TU_Ju_31308523_LB.exponential_1906	2555186	2557294	-	2109	TTS	2	b2439,b2438	0	0
TU_Ju_31308523_LB.exponential_1907	2555186	2558810	-	3625	TTS	4	b2441,b2440,b2439,b2438	0	0
TU_Ju_31308523_LB.exponential_1908	2558776	2560191	+	1416	TTS	1	b2442	0	0
TU_Ju_31308523_LB.exponential_1909	2560295	2560930	+	636	TTS	0		0	0
TU_Ju_31308523_LB.exponential_1910	2563815	2564427	+	613	TTS	1	b2449	0	0
TU_Ju_31308523_LB.exponential_1911	2564005	2564427	+	423	TTS	0		0	0
TU_Ju_31308523_LB.exponential_1912	2564495	2565387	+	893	TTS	1	b2450	0	0
TU_Ju_31308523_LB.exponential_1913	2564867	2565387	+	521	TTS	0		0	0
TU_Ju_31308523_LB.exponential_1914	2572122	2572846	-	725	TTS	1	b2457	0	0
TU_Ju_31308523_LB.exponential_1915	2576050	2578531	-	2482	TTS	1	b2463	0	0
TU_Ju_31308523_LB.exponential_1916	2576050	2578793	-	2744	TTS	1	b2463	0	0
TU_Ju_31308523_LB.exponential_1917	2576050	2578917	-	2868	TTS	1	b2463	0	0
TU_Ju_31308523_LB.exponential_1918	2578589	2581778	+	3190	TTS	2	b2464,b2465	0	0
TU_Ju_31308523_LB.exponential_1919	2583474	2585567	-	2094	TTS	1	b2468	0	0
TU_Ju_31308523_LB.exponential_1920	2585567	2590748	+	5182	TTS	2	b2469,b2470	0	0
TU_Ju_31308523_LB.exponential_1921	2590125	2590748	+	624	TTS	0		0	0
TU_Ju_31308523_LB.exponential_1922	2590251	2590748	+	498	TTS	0		0	0
TU_Ju_31308523_LB.exponential_1923	2590712	2590971	-	260	TTS	1	b4606	0	0
TU_Ju_31308523_LB.exponential_1924	2590712	2591050	-	339	TTS	1	b4606	0	0
TU_Ju_31308523_LB.exponential_1925	2591131	2593061	+	1931	TTS	3	b2471,b2472,b4547	0	0
TU_Ju_31308523_LB.exponential_1926	2591151	2593061	+	1911	TTS	3	b2471,b2472,b4547	0	0
TU_Ju_31308523_LB.exponential_1927	2591166	2593061	+	1896	TTS	3	b2471,b2472,b4547	0	0
TU_Ju_31308523_LB.exponential_1928	2591560	2593061	+	1502	TTS	2	b2472,b4547	0	0
TU_Ju_31308523_LB.exponential_1929	2592512	2593061	+	550	TTS	1	b4547	0	0
TU_Ju_31308523_LB.exponential_1930	2592548	2593061	+	514	TTS	1	b4547	0	0
TU_Ju_31308523_LB.exponential_1931	2592977	2593789	-	813	TTS	1	b2473	0	0
TU_Ju_31308523_LB.exponential_1932	2592977	2593968	-	992	TTS	1	b2473	0	0
TU_Ju_31308523_LB.exponential_1933	2592977	2594383	-	1407	TTS	1	b2473	0	0
TU_Ju_31308523_LB.exponential_1934	2592977	2596784	-	3808	TTS	3	b2475,b2474,b2473	0	0
TU_Ju_31308523_LB.exponential_1935	2596859	2599784	-	2926	TTS	3	b2478,b2477,b2476	0	0
TU_Ju_31308523_LB.exponential_1936	2597797	2599784	-	1988	TTS	2	b2478,b2477	0	0
TU_Ju_31308523_LB.exponential_1937	2597797	2599886	-	2090	TTS	2	b2478,b2477	0	0
TU_Ju_31308523_LB.exponential_1938	2597797	2599916	-	2120	TTS	2	b2478,b2477	0	0
TU_Ju_31308523_LB.exponential_1939	2599806	2600994	+	1189	TTS	2	b2479,b2480	0	0
TU_Ju_31308523_LB.exponential_1940	2599878	2600994	+	1117	TTS	2	b2479,b2480	0	0
TU_Ju_31308523_LB.exponential_1941	2600436	2600994	+	559	TTS	1	b2480	0	0
TU_Ju_31308523_LB.exponential_1942	2614781	2615916	-	1136	TTS	1	b2493	0	0
TU_Ju_31308523_LB.exponential_1943	2615819	2618003	+	2185	TTS	2	b2494,b2495	0	0
TU_Ju_31308523_LB.exponential_1944	2615985	2618003	+	2019	TTS	2	b2494,b2495	0	0
TU_Ju_31308523_LB.exponential_1945	2616025	2618003	+	1979	TTS	2	b2494,b2495	0	0
TU_Ju_31308523_LB.exponential_1946	2617962	2618805	-	844	TTS	1	b2496	0	0
TU_Ju_31308523_LB.exponential_1947	2617962	2620909	-	2948	TTS	3	b2498,b2497,b2496	0	0
TU_Ju_31308523_LB.exponential_1948	2618835	2620909	-	2075	TTS	2	b2498,b2497	0	0
TU_Ju_31308523_LB.exponential_1949	2620201	2620909	-	709	TTS	1	b2498	0	0
TU_Ju_31308523_LB.exponential_1950	2621152	2622916	+	1765	TTS	2	b2499,b2500	0	0
TU_Ju_31308523_LB.exponential_1951	2622200	2622916	+	717	TTS	1	b2500	0	0
TU_Ju_31308523_LB.exponential_1952	2622977	2626695	+	3719	TTS	2	b2501,b2502	0	0
TU_Ju_31308523_LB.exponential_1953	2623007	2626695	+	3689	TTS	2	b2501,b2502	0	0
TU_Ju_31308523_LB.exponential_1954	2625830	2626695	+	866	TTS	0		0	0
TU_Ju_31308523_LB.exponential_1955	2629251	2629573	+	323	TTS	1	b2504	0	0
TU_Ju_31308523_LB.exponential_1956	2630320	2630935	+	616	TTS	1	b2506	0	0
TU_Ju_31308523_LB.exponential_1957	2630902	2632715	-	1814	TTS	1	b2507	0	0
TU_Ju_31308523_LB.exponential_1958	2630902	2634105	-	3204	TTS	2	b2508,b2507	0	0
TU_Ju_31308523_LB.exponential_1959	2635531	2637852	-	2322	TTS	2	b2511,b2510	0	0
TU_Ju_31308523_LB.exponential_1960	2635531	2638975	-	3445	TTS	3	b2512,b2511,b2510	0	0
TU_Ju_31308523_LB.exponential_1961	2635531	2640641	-	5111	TTS	5	b2514,b2513,b2512,b2511,b2510	0	0
TU_Ju_31308523_LB.exponential_1962	2637421	2637852	-	432	TTS	0		0	0
TU_Ju_31308523_LB.exponential_1963	2637421	2638975	-	1555	TTS	1	b2512	0	0
TU_Ju_31308523_LB.exponential_1964	2637421	2639626	-	2206	TTS	2	b2513,b2512	0	0
TU_Ju_31308523_LB.exponential_1965	2637421	2640641	-	3221	TTS	3	b2514,b2513,b2512	0	0
TU_Ju_31308523_LB.exponential_1966	2637421	2642925	-	5505	TTS	6	b2516,b2515,b4761,b2514,b2513,b2512	0	0
TU_Ju_31308523_LB.exponential_1967	2637421	2642932	-	5512	TTS	6	b2516,b2515,b4761,b2514,b2513,b2512	0	0
TU_Ju_31308523_LB.exponential_1968	2637421	2643004	-	5584	TTS	6	b2516,b2515,b4761,b2514,b2513,b2512	0	0
TU_Ju_31308523_LB.exponential_1969	2640598	2642925	-	2328	TTS	2	b2516,b2515	0	0
TU_Ju_31308523_LB.exponential_1970	2640598	2642932	-	2335	TTS	2	b2516,b2515	0	0
TU_Ju_31308523_LB.exponential_1971	2640598	2643004	-	2407	TTS	2	b2516,b2515	0	0
TU_Ju_31308523_LB.exponential_1972	2643084	2644913	-	1830	TTS	2	b2518,b2517	0	0
TU_Ju_31308523_LB.exponential_1973	2644336	2644913	-	578	TTS	1	b2518	0	0
TU_Ju_31308523_LB.exponential_1974	2644336	2644949	-	614	TTS	1	b2518	0	0
TU_Ju_31308523_LB.exponential_1975	2644336	2645634	-	1299	TTS	1	b2518	0	0
TU_Ju_31308523_LB.exponential_1976	2644336	2646407	-	2072	TTS	1	b2518	0	0
TU_Ju_31308523_LB.exponential_1977	2644336	2648165	-	3830	TTS	2	b2519,b2518	0	0
TU_Ju_31308523_LB.exponential_1978	2647268	2648165	-	898	TTS	0		0	0
TU_Ju_31308523_LB.exponential_1979	2647268	2650392	-	3125	TTS	0		0	0
TU_Ju_31308523_LB.exponential_1980	2647268	2652325	-	5058	TTS	2	ECK125121983,b2520	0	0
TU_Ju_31308523_LB.exponential_1981	2652374	2653385	+	1012	TTS	1	b2521	0	0
TU_Ju_31308523_LB.exponential_1982	2652386	2653385	+	1000	TTS	1	b2521	0	0
TU_Ju_31308523_LB.exponential_1983	2652467	2653385	+	919	TTS	1	b2521	0	0
TU_Ju_31308523_LB.exponential_1984	2653353	2653776	-	424	TTS	1	ECK120002618	0	1
TU_Ju_31308523_LB.exponential_1985	2653836	2654157	+	322	TTS	0		0	0
TU_Ju_31308523_LB.exponential_1986	2653856	2654157	+	302	TTS	0		0	0
TU_Ju_31308523_LB.exponential_1987	2654130	2658991	-	4862	TTS	5	b2526,b2525,b2524,b2523,b2522	0	0
TU_Ju_31308523_LB.exponential_1988	2656376	2656727	-	352	TTS	0		0	0
TU_Ju_31308523_LB.exponential_1989	2656376	2656764	-	389	TTS	1	b2524	0	0
TU_Ju_31308523_LB.exponential_1990	2656376	2658991	-	2616	TTS	3	b2526,b2525,b2524	0	0
TU_Ju_31308523_LB.exponential_1991	2656376	2660124	-	3749	TTS	5	b2528,b2527,b2526,b2525,b2524	0	0
TU_Ju_31308523_LB.exponential_1992	2656376	2660997	-	4622	TTS	6	b2529,b2528,b2527,b2526,b2525,b2524	0	0
TU_Ju_31308523_LB.exponential_1993	2656376	2662199	-	5824	TTS	8	b2531,b2530,b2529,b2528,b2527,b2526,b2525,b2524	0	0
TU_Ju_31308523_LB.exponential_1994	2659514	2660124	-	611	TTS	1	b2528	0	0
TU_Ju_31308523_LB.exponential_1995	2659514	2660997	-	1484	TTS	2	b2529,b2528	0	0
TU_Ju_31308523_LB.exponential_1996	2659514	2662199	-	2686	TTS	4	b2531,b2530,b2529,b2528	0	0
TU_Ju_31308523_LB.exponential_1997	2659514	2663347	-	3834	TTS	5	b2532,b2531,b2530,b2529,b2528	0	0
TU_Ju_31308523_LB.exponential_1998	2663405	2664279	+	875	TTS	1	b2533	0	0
TU_Ju_31308523_LB.exponential_1999	2666492	2667864	-	1373	TTS	1	b2536	0	0
TU_Ju_31308523_LB.exponential_2000	2666492	2668967	-	2476	TTS	3	b2537,b4706,b2536	0	0
TU_Ju_31308523_LB.exponential_2001	2673036	2673811	+	776	TTS	1	b2543	0	0
TU_Ju_31308523_LB.exponential_2002	2673320	2673811	+	492	TTS	1	b2543	0	0
TU_Ju_31308523_LB.exponential_2003	2684070	2685571	-	1502	TTS	1	b2551	0	0
TU_Ju_31308523_LB.exponential_2004	2685796	2687088	+	1293	TTS	1	b2552	0	0
TU_Ju_31308523_LB.exponential_2005	2687027	2687441	-	415	TTS	1	b2553	0	0
TU_Ju_31308523_LB.exponential_2006	2687027	2687503	-	477	TTS	1	b2553	0	0
TU_Ju_31308523_LB.exponential_2007	2687027	2687643	-	617	TTS	1	b2553	0	0
TU_Ju_31308523_LB.exponential_2008	2687027	2689933	-	2907	TTS	3	b2555,b2554,b2553	0	0
TU_Ju_31308523_LB.exponential_2009	2687027	2690054	-	3028	TTS	3	b2555,b2554,b2553	0	0
TU_Ju_31308523_LB.exponential_2010	2687027	2690138	-	3112	TTS	3	b2555,b2554,b2553	0	0
TU_Ju_31308523_LB.exponential_2011	2687027	2691123	-	4097	TTS	4	b2556,b2555,b2554,b2553	0	0
TU_Ju_31308523_LB.exponential_2012	2690540	2691187	+	648	TTS	0		0	0
TU_Ju_31308523_LB.exponential_2013	2690731	2691187	+	457	TTS	0		0	0
TU_Ju_31308523_LB.exponential_2014	2691571	2692097	-	527	TTS	0		0	0
TU_Ju_31308523_LB.exponential_2015	2691571	2692108	-	538	TTS	0		0	0
TU_Ju_31308523_LB.exponential_2016	2691571	2695589	-	4019	TTS	1	b2557	0	0
TU_Ju_31308523_LB.exponential_2017	2698706	2700102	+	1397	TTS	2	b2561,b2562	0	0
TU_Ju_31308523_LB.exponential_2018	2699632	2700102	+	471	TTS	1	b2562	0	0
TU_Ju_31308523_LB.exponential_2019	2700060	2700376	-	317	TTS	1	b4687	0	0
TU_Ju_31308523_LB.exponential_2020	2700555	2701812	-	1258	TTS	2	b2564,b2563	0	0
TU_Ju_31308523_LB.exponential_2021	2704285	2707209	-	2925	TTS	2	b2569,b2568	0	0
TU_Ju_31308523_LB.exponential_2022	2704285	2709632	-	5348	TTS	5	b2572,b2571,b2570,b2569,b2568	0	0
TU_Ju_31308523_LB.exponential_2023	2704285	2710165	-	5881	TTS	7	b4725,b2573,b2572,b2571,b2570,b2569,b2568	0	0
TU_Ju_31308523_LB.exponential_2024	2704285	2710230	-	5946	TTS	7	b4725,b2573,b2572,b2571,b2570,b2569,b2568	0	0
TU_Ju_31308523_LB.exponential_2025	2707305	2709632	-	2328	TTS	3	b2572,b2571,b2570	0	0
TU_Ju_31308523_LB.exponential_2026	2707305	2710165	-	2861	TTS	5	b4725,b2573,b2572,b2571,b2570	0	0
TU_Ju_31308523_LB.exponential_2027	2707305	2710230	-	2926	TTS	5	b4725,b2573,b2572,b2571,b2570	0	0
TU_Ju_31308523_LB.exponential_2028	2715597	2716049	+	453	TTS	0		0	0
TU_Ju_31308523_LB.exponential_2029	2715677	2716049	+	373	TTS	0		0	0
TU_Ju_31308523_LB.exponential_2030	2716014	2716521	-	508	TTS	1	b2579	0	0
TU_Ju_31308523_LB.exponential_2031	2716014	2716633	-	620	TTS	1	b2579	0	0
TU_Ju_31308523_LB.exponential_2032	2716729	2717488	+	760	TTS	1	b2580	0	0
TU_Ju_31308523_LB.exponential_2033	2717452	2718554	-	1103	TTS	1	b2581	0	0
TU_Ju_31308523_LB.exponential_2034	2717452	2718660	-	1209	TTS	1	b2581	0	0
TU_Ju_31308523_LB.exponential_2035	2717452	2718965	-	1514	TTS	1	b2581	0	0
TU_Ju_31308523_LB.exponential_2036	2717452	2725811	-	8360	TTS	2	b2587,b2581	0	0
TU_Ju_31308523_LB.exponential_2037	2718674	2719186	+	513	TTS	1	b2582	0	0
TU_Ju_31308523_LB.exponential_2038	2718674	2724111	+	5438	TTS	5	b2582,b2583,b2584,b4782,b2585	0	0
TU_Ju_31308523_LB.exponential_2039	2718674	2724468	+	5795	TTS	6	b2582,b2583,b2584,b4782,b2585,b2586	0	0
TU_Ju_31308523_LB.exponential_2040	2719930	2724111	+	4182	TTS	3	b2584,b4782,b2585	0	0
TU_Ju_31308523_LB.exponential_2041	2719930	2724468	+	4539	TTS	4	b2584,b4782,b2585,b2586	0	0
TU_Ju_31308523_LB.exponential_2042	2722116	2724111	+	1996	TTS	2	b4782,b2585	0	0
TU_Ju_31308523_LB.exponential_2043	2722116	2724468	+	2353	TTS	3	b4782,b2585,b2586	0	0
TU_Ju_31308523_LB.exponential_2044	2722286	2724111	+	1826	TTS	2	b4782,b2585	0	0
TU_Ju_31308523_LB.exponential_2045	2722286	2724468	+	2183	TTS	3	b4782,b2585,b2586	0	0
TU_Ju_31308523_LB.exponential_2046	2722668	2724111	+	1444	TTS	2	b4782,b2585	0	0
TU_Ju_31308523_LB.exponential_2047	2722668	2724468	+	1801	TTS	3	b4782,b2585,b2586	0	0
TU_Ju_31308523_LB.exponential_2048	2724342	2725811	-	1470	TTS	1	b2587	0	0
TU_Ju_31308523_LB.exponential_2049	2724342	2729184	-	4843	TTS	3	b2589,b2588,b2587	0	0
TU_Ju_31308523_LB.exponential_2050	2726027	2729184	-	3158	TTS	2	b2589,b2588	0	0
TU_Ju_31308523_LB.exponential_2051	2726027	2731448	-	5422	TTS	4	b2591,b2590,b2589,b2588	0	0
TU_Ju_31308523_LB.exponential_2052	2731566	2734205	-	2640	TTS	1	b2592	0	0
TU_Ju_31308523_LB.exponential_2053	2731566	2734293	-	2728	TTS	1	b2592	0	0
TU_Ju_31308523_LB.exponential_2054	2731566	2735088	-	3523	TTS	3	b2593,b4609,b2592	0	0
TU_Ju_31308523_LB.exponential_2055	2731566	2736065	-	4500	TTS	4	b2594,b2593,b4609,b2592	0	0
TU_Ju_31308523_LB.exponential_2056	2731566	2736272	-	4707	TTS	4	b2594,b2593,b4609,b2592	0	0
TU_Ju_31308523_LB.exponential_2057	2731566	2736455	-	4890	TTS	4	b2594,b2593,b4609,b2592	0	0
TU_Ju_31308523_LB.exponential_2058	2731566	2736974	-	5409	TTS	4	b2594,b2593,b4609,b2592	0	0
TU_Ju_31308523_LB.exponential_2059	2735959	2736929	+	971	TTS	1	b2595	0	0
TU_Ju_31308523_LB.exponential_2060	2735959	2737541	+	1583	TTS	3	b2595,b2596,b2597	0	0
TU_Ju_31308523_LB.exponential_2061	2736070	2736929	+	860	TTS	1	b2595	0	0
TU_Ju_31308523_LB.exponential_2062	2736070	2737541	+	1472	TTS	3	b2595,b2596,b2597	0	0
TU_Ju_31308523_LB.exponential_2063	2736084	2736929	+	846	TTS	1	b2595	0	0
TU_Ju_31308523_LB.exponential_2064	2736084	2737541	+	1458	TTS	3	b2595,b2596,b2597	0	0
TU_Ju_31308523_LB.exponential_2065	2737088	2737541	+	454	TTS	1	b2597	0	0
TU_Ju_31308523_LB.exponential_2066	2737088	2737721	+	634	TTS	3	b2597,ECK125289072,b2598	0	0
TU_Ju_31308523_LB.exponential_2067	2737123	2737541	+	419	TTS	1	b2597	0	0
TU_Ju_31308523_LB.exponential_2068	2737123	2737721	+	599	TTS	3	b2597,ECK125289072,b2598	0	0
TU_Ju_31308523_LB.exponential_2069	2737123	2738942	+	1820	TTS	4	b2597,ECK125289072,b2598,b2599	0	0
TU_Ju_31308523_LB.exponential_2070	2737579	2737721	+	143	TTS	1	b2598	0	0
TU_Ju_31308523_LB.exponential_2071	2737579	2738942	+	1364	TTS	2	b2598,b2599	0	0
TU_Ju_31308523_LB.exponential_2072	2738907	2740345	-	1439	TTS	1	b2600	0	0
TU_Ju_31308523_LB.exponential_2073	2738907	2741201	-	2295	TTS	2	b2601,b2600	0	0
TU_Ju_31308523_LB.exponential_2074	2744123	2746254	-	2132	TTS	5	b2609,b2608,b2607,ECK125121987,b2606	0	0
TU_Ju_31308523_LB.exponential_2075	2744123	2747853	-	3731	TTS	6	b2610,b2609,b2608,b2607,ECK125121987,b2606	0	0
TU_Ju_31308523_LB.exponential_2076	2747931	2750097	+	2167	TTS	2	b2611,b4461	0	0
TU_Ju_31308523_LB.exponential_2077	2750061	2750746	-	686	TTS	1	b2614	0	0
TU_Ju_31308523_LB.exponential_2078	2750061	2750840	-	780	TTS	1	b2614	0	0
TU_Ju_31308523_LB.exponential_2079	2750061	2751082	-	1022	TTS	1	b2614	0	0
TU_Ju_31308523_LB.exponential_2080	2750708	2754000	+	3293	TTS	3	b2615,b2616,b2617	0	0
TU_Ju_31308523_LB.exponential_2081	2750765	2754000	+	3236	TTS	3	b2615,b2616,b2617	0	0
TU_Ju_31308523_LB.exponential_2082	2751758	2754000	+	2243	TTS	2	b2616,b2617	0	0
TU_Ju_31308523_LB.exponential_2083	2753487	2754000	+	514	TTS	1	b2617	0	0
TU_Ju_31308523_LB.exponential_2084	2753554	2754000	+	447	TTS	1	b2617	0	0
TU_Ju_31308523_LB.exponential_2085	2753969	2754748	-	780	TTS	1	b2618	0	0
TU_Ju_31308523_LB.exponential_2086	2753969	2755186	-	1218	TTS	2	b2619,b2618	0	0
TU_Ju_31308523_LB.exponential_2087	2754766	2755438	+	673	TTS	1	b2620	0	0
TU_Ju_31308523_LB.exponential_2088	2754831	2755438	+	608	TTS	1	b2620	0	0
TU_Ju_31308523_LB.exponential_2089	2754831	2756033	+	1203	TTS	2	b2620,b2621	0	0
TU_Ju_31308523_LB.exponential_2090	2755585	2756033	+	449	TTS	1	b2621	0	0
TU_Ju_31308523_LB.exponential_2091	2756132	2757436	+	1305	TTS	1	b2622	0	0
TU_Ju_31308523_LB.exponential_2092	2761186	2761719	-	534	TTS	0		0	0
TU_Ju_31308523_LB.exponential_2093	2761186	2765312	-	4127	TTS	2	b2628,b2627	0	0
TU_Ju_31308523_LB.exponential_2094	2765722	2767222	+	1501	TTS	1	b2630	0	0
TU_Ju_31308523_LB.exponential_2095	2765893	2767222	+	1330	TTS	1	b2630	0	0
TU_Ju_31308523_LB.exponential_2096	2766706	2767222	+	517	TTS	0		0	0
TU_Ju_31308523_LB.exponential_2097	2767187	2767438	-	252	TTS	0		0	0
TU_Ju_31308523_LB.exponential_2098	2767187	2767513	-	327	TTS	0		0	0
TU_Ju_31308523_LB.exponential_2099	2767701	2768632	+	932	TTS	1	b2632	0	0
TU_Ju_31308523_LB.exponential_2100	2777834	2778137	+	304	TTS	1	b4645	1	0
TU_Ju_31308523_LB.exponential_2101	2778109	2778895	-	787	TTS	0		0	0
TU_Ju_31308523_LB.exponential_2102	2790909	2796391	+	5483	TTS	4	b2661,b2662,b2663,b2664	0	0
TU_Ju_31308523_LB.exponential_2103	2795624	2796391	+	768	TTS	1	b2664	0	0
TU_Ju_31308523_LB.exponential_2104	2796239	2796813	-	575	TTS	1	b2665	0	0
TU_Ju_31308523_LB.exponential_2105	2796239	2797076	-	838	TTS	2	b2666,b2665	0	0
TU_Ju_31308523_LB.exponential_2106	2796239	2797085	-	847	TTS	2	b2666,b2665	0	0
TU_Ju_31308523_LB.exponential_2107	2797101	2798087	+	987	TTS	2	b2667,b2668	0	0
TU_Ju_31308523_LB.exponential_2108	2797186	2798087	+	902	TTS	2	b2667,b2668	0	0
TU_Ju_31308523_LB.exponential_2109	2798047	2798537	-	491	TTS	1	b2669	0	0
TU_Ju_31308523_LB.exponential_2110	2798047	2798557	-	511	TTS	1	b2669	0	0
TU_Ju_31308523_LB.exponential_2111	2798047	2798613	-	567	TTS	1	b2669	0	0
TU_Ju_31308523_LB.exponential_2112	2799086	2799650	+	565	TTS	1	b2670	0	0
